itag,logFC,logCPM,PValue,SGN_annotation,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align
Solyc10g012010.1.1,7.229557153,4.915670065,3.14E-20,Pol polyprotein (AHRD V1 *-*- POL_SMRVH); contains Interpro domain(s)  IPR000477  RNA-directed DNA polymerase (reverse transcriptase) ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g036800.1.1,7.198015064,9.350652389,1.30E-26,Polyprotein (AHRD V1 ***- Q0ZLH4_9ORYZ); contains Interpro domain(s)  IPR000477  RNA-directed DNA polymerase (reverse transcriptase) ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc08g061440.1.1,7.185994533,3.767516229,4.06E-16,Pol polyprotein (AHRD V1 *-*- POL_SMRVH); contains Interpro domain(s)  IPR000477  RNA-directed DNA polymerase (reverse transcriptase) ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc08g062350.1.1,7.116363396,4.915053023,2.75E-19,Pol polyprotein (AHRD V1 ***- POL_SMRVH); contains Interpro domain(s)  IPR000477  RNA-directed DNA polymerase (reverse transcriptase) ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc11g017260.1.1,7.055018366,11.21223848,1.32E-26,"Pol polyprotein (AHRD V1 *-*- POL_GALV); contains Interpro domain(s)  IPR001584  Integrase, catalytic core ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g052630.1.1,7.049224644,10.5761589,1.67E-26,"Pol polyprotein (AHRD V1 *-*- POL_BAEVM); contains Interpro domain(s)  IPR001584  Integrase, catalytic core ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc11g050910.1.1,7.002813253,10.75088942,2.65E-26,"Pol polyprotein (AHRD V1 *-*- POL_MLVFP); contains Interpro domain(s)  IPR001584  Integrase, catalytic core ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc05g018460.1.1,6.993187384,4.541523416,3.74E-17,Polyprotein (AHRD V1 ***- Q9XE68_SORBI),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g045000.1.1,6.965748792,8.592675044,5.34E-25,"Pol polyprotein (AHRD V1 ***- POL_MLVAV); contains Interpro domain(s)  IPR001584  Integrase, catalytic core ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g022780.1.1,6.953689209,7.950094322,1.32E-24,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc00g131710.1.1,6.910751924,10.07560494,1.01E-25,"Pol polyprotein (AHRD V1 *-*- POL_MLVFP); contains Interpro domain(s)  IPR001584  Integrase, catalytic core ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g020250.1.1,6.907036021,6.334496485,1.15E-21,Pol polyprotein (AHRD V1 ***- POL_SMRVH),NA,NA,NA,NA,NA,NA,NA,NA
Solyc09g050010.1.1,6.852130431,9.561573484,4.50E-25,Polyprotein (AHRD V1 ***- Q9AYC2_ORYSA); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc04g011970.1.1,6.825288956,4.984209122,1.41E-19,"Gag-Pol polyprotein (AHRD V1 ***- B8YLY4_MEDTR); contains Interpro domain(s)  IPR013103  Reverse transcriptase, RNA-dependent DNA polymerase ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc05g016480.1.1,6.820418645,8.947740774,1.60E-24,"Pro-Pol polyprotein (AHRD V1 ***- POL_SFV3L); contains Interpro domain(s)  IPR001584  Integrase, catalytic core ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc04g017990.1.1,6.801929607,7.074795954,1.36E-23,&aposchromo&apos domain containing protein (AHRD V1 *--- Q6L3Q3_SOLDE); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g052410.1.1,6.792732102,4.861446984,2.91E-19,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g015220.1.1,6.78557172,6.113762953,4.89E-22,Polyprotein (Fragment) (AHRD V1 **-- Q6UTY7_ORYSJ); contains Interpro domain(s)  IPR000953  Chromo domain ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g049700.2.1,6.769186797,7.608344548,7.98E-24,Retrotransposon gag protein (AHRD V1 *--- Q0KIS1_SOLDE); contains Interpro domain(s)  IPR000953  Chromo domain ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc11g062200.1.1,6.754160846,5.541426531,9.07E-20,"Transposon Ty1-A Gag-Pol polyprotein (AHRD V1 *-*- YA11B_YEAST); contains Interpro domain(s)  IPR013103  Reverse transcriptase, RNA-dependent DNA polymerase ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g063890.1.1,6.703981749,7.248103676,1.63E-22,&aposchromo&apos domain containing protein (AHRD V1 *-*- Q6L3Q3_SOLDE); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc12g042420.1.1,6.697147959,3.699390889,8.43E-16,"Mutator-like transposase 53847-56139 (AHRD V1 *--- Q9C8V7_ARATH); contains Interpro domain(s)  IPR018289  MULE transposase, conserved domain ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g012220.1.1,6.696031649,6.665353433,1.32E-22,Retrotransposon gag protein (AHRD V1 *-*- Q0KIS1_SOLDE); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc12g044210.1.1,6.688837159,6.911552262,5.87E-22,Pol polyprotein (AHRD V1 ***- POL_SMRVH); contains Interpro domain(s)  IPR000477  RNA-directed DNA polymerase (reverse transcriptase) ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g013360.1.1,6.641081093,10.45447796,2.86E-24,Polyprotein (AHRD V1 ***- Q0ZLH4_9ORYZ); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc12g098780.1.1,6.623112745,4.451123249,6.27E-18,Pistil extensin like protein (Fragment) (AHRD V1 *-*- Q40552_TOBAC); contains Interpro domain(s)  IPR006041  Pollen Ole e 1 allergen and extensin ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc08g022190.1.1,6.619982431,5.406111186,3.80E-20,Retrotransposon gag protein (AHRD V1 **-- Q0KIS1_SOLDE),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g011960.1.1,6.614935523,5.051338642,8.25E-20,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g082790.2.1,6.610534184,5.498374978,1.20E-19,Extensin-like protein Dif54 (AHRD V1 *-*- Q43505_SOLLC),NA,NA,NA,NA,NA,NA,NA,NA
Solyc02g049090.1.1,6.609461424,3.313475787,1.47E-13,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g078730.1.1,6.582958643,2.345988824,2.91E-07,UDP-glucuronosyltransferase (AHRD V1 **** Q8L5C7_PEA); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc12g082690.1.1,6.554586313,8.291127168,4.24E-23,"Retrotransposable element Tf2 155 kDa protein type 2 (AHRD V1 **-- RTF22_SCHPO); contains Interpro domain(s)  IPR001584  Integrase, catalytic core ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc11g030740.1.1,6.547663326,6.961617121,7.64E-22,&aposchromo&apos domain containing protein (AHRD V1 **-- Q6L3Q3_SOLDE); contains Interpro domain(s)  IPR000953  Chromo domain ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc00g009770.1.1,6.495136658,4.463594045,3.49E-18,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc00g105750.1.1,6.459043263,4.300445822,1.13E-16,"Mutator-like transposase (AHRD V1 *--- Q94HK4_ORYSA); contains Interpro domain(s)  IPR004332  Transposase, MuDR, plant ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc00g006010.1.1,6.45195327,2.864022667,4.80E-10,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g008120.2.1,6.410265277,3.202467143,2.64E-12,"O-methyltransferase 3 (AHRD V1 ***- B0ZB57_HUMLU); contains Interpro domain(s)  IPR016461  O-methyltransferase, COMT, eukaryota ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g005880.1.1,6.388439821,3.727512062,1.74E-14,Extensin-like protein Dif10 (Fragment) (AHRD V1 *-*- Q43504_SOLLC),NA,NA,NA,NA,NA,NA,NA,NA
Solyc06g051490.1.1,6.364906583,4.364050669,1.83E-17,Pol polyprotein (AHRD V1 ***- Q94FM1_CITPA),NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g025190.1.1,6.344332744,7.121768777,3.16E-21,Integrase core domain containing protein (AHRD V1 *-*- Q0KIP7_SOLDE); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc12g094560.1.1,6.338069456,3.436760408,7.32E-13,Ubiquitin-protein ligase (AHRD V1 *-*- A8NRA0_COPC7); contains Interpro domain(s)  IPR000569  HECT ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g110070.1.1,6.3200863,2.712485339,2.82E-10,"Protein FAR1-RELATED SEQUENCE 5 (AHRD V1 **-- FRS5_ARATH); contains Interpro domain(s)  IPR018289  MULE transposase, conserved domain ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc00g166690.1.1,6.298549546,5.095035731,4.40E-18,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc11g039940.1.1,6.298129336,5.228092436,7.67E-19,Pol polyprotein (AHRD V1 ***- Q94FM1_CITPA),NA,NA,NA,NA,NA,NA,NA,NA
Solyc00g014800.1.1,6.239333811,7.310305302,6.83E-21,"Zinc-finger protein 1 (AHRD V1 *-*- D7KX25_ARALY); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g022770.1.1,6.214410571,6.327532874,7.96E-20,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc04g014660.1.1,6.202194956,5.08150383,3.76E-18,&aposchromo&apos domain containing protein (AHRD V1 **-- Q6L3Q3_SOLDE); contains Interpro domain(s)  IPR000953  Chromo domain ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc00g027120.1.1,6.194246145,3.321565402,9.66E-13,"Mutator-like transposase (AHRD V1 ***- Q9SI31_ARATH); contains Interpro domain(s)  IPR006564  Zinc finger, PMZ-type ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc04g016190.1.1,6.168436115,4.436365636,1.04E-16,Glucosyltransferase (AHRD V1 *-** D7URL8_9LAMI); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc12g042630.1.1,6.158419352,2.189486997,3.21E-06,"Mutator-like transposase-like (AHRD V1 *--- Q9FH11_ARATH); contains Interpro domain(s)  IPR018289  MULE transposase, conserved domain ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g017790.1.1,6.045655949,3.521026705,9.77E-13,Polyprotein (AHRD V1 **-- O49140_ARATH),NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g095140.2.1,6.041204705,4.089162521,4.12E-13,Late embryogenesis abundant protein (Fragment) (AHRD V1 **-- B7TGG5_PINSY); contains Interpro domain(s)  IPR013990  Water Stress and Hypersensitive response ,AT1G01470,LEA14,Encodes late-embryogenesis abundant protein whose mRNA levels are induced in response to wounding and light stress. Might be involved in protection against dessication.,56.29,151,3.00E-45,177,91.30434783
Solyc03g053030.1.1,6.025770846,3.291709307,1.41E-11,"Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR011546  Peptidase M41, FtsH extracellular ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc05g017800.1.1,5.997828225,3.524009698,2.79E-12,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g063020.1.1,5.996006542,4.878068678,1.95E-16,CT099 (Fragment) (AHRD V1 *-*- Q4KR07_SOLPE); contains Interpro domain(s)  IPR008972  Cupredoxin ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc05g018270.1.1,5.96964916,3.702387029,7.81E-13,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc00g095760.1.1,5.931275674,4.099279141,1.22E-14,"1-aminocyclopropane-1-carboxylate synthase (AHRD V1 ***- Q96580_SOLLC); contains Interpro domain(s)  IPR004839  Aminotransferase, class I and II ",AT3G61510,ACS1,"Encodes a member of the 1-aminocyclopropane-1-carboxylate (ACC) synthase (S-adenosyl-L-methionine methylthioadenosine-lyase, EC 4.4.1.14) gene family. The gene is transcriptionally active but enzymatically inactive. The predicted amino-acid sequence of ACS1 is missing the highly conserved tripeptide, Thr-Asn-Pro (TNP), between Ile204 and Ser205. Introduction of TNP into ACS1 restores the ACS activity.",58.76,291,2.00E-95,345,83.53293413
Solyc03g051630.1.1,5.926826801,3.716103708,3.14E-14,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc02g067140.1.1,5.899586561,2.088365683,1.61E-05,"Mutator-like transposase (AHRD V1 ***- Q9FW81_ORYSJ); contains Interpro domain(s)  IPR018289  MULE transposase, conserved domain ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc12g027790.1.1,5.839938573,4.620996965,9.67E-15,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc12g009540.1.1,5.822162758,8.183799534,1.49E-19,"Transposon Ty1-A Gag-Pol polyprotein (AHRD V1 ***- YA11B_YEAST); contains Interpro domain(s)  IPR013103  Reverse transcriptase, RNA-dependent DNA polymerase ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g116900.2.1,5.816239243,3.197497644,2.86E-10,Manganese transporter MntH (AHRD V1 **-* D3KPZ0_LISMO); contains Interpro domain(s)  IPR001046  Natural resistance-associated macrophage protein ,AT1G15960,ATNRAMP6,member of Nramp2 family,75.68,518,0,726,98.47036329
Solyc12g017480.1.1,5.807704469,2.808905514,5.35E-09,"Lrr,  resistance protein fragment",AT2G19330,PIRL6,"leucine-rich repeat family protein; similar to protein binding [Arabidopsis thaliana] (TAIR:AT4G29880.1); similar to Os04g0605300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053794.1); similar to leucine-rich repeat protein 1 [Triticum aestivum] (GB:ABB90552.1); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, typical subtype; (InterPro:IPR003591)",65.52,319,3.00E-100,362,85.20547945
Solyc12g070240.1.1,5.763711318,6.165296194,1.67E-17,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g090580.2.1,5.715606625,2.357984931,3.57E-07,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc02g021090.2.1,5.700229409,3.402425376,2.40E-12,Transposase (Fragment) (AHRD V1 *-*- Q0GJY7_9POAL),NA,NA,NA,NA,NA,NA,NA,NA
Solyc09g042380.1.1,5.667772481,4.249937777,9.50E-14,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc11g020790.1.1,5.661233076,3.008991197,2.32E-10,"Mutator-like transposase (AHRD V1 *--- Q9XIL4_ARATH); contains Interpro domain(s)  IPR004332  Transposase, MuDR, plant ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g058430.1.1,5.626819056,3.560571436,6.34E-13,"Mutator-like transposase (AHRD V1 *-*- Q9SKM2_ARATH); contains Interpro domain(s)  IPR004332  Transposase, MuDR, plant ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc09g059140.1.1,5.625239252,8.02102593,3.82E-18,NBS-LRR resistance protein (AHRD V1 ***- B6E013_SOLBU),NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g013270.1.1,5.619707426,3.356490486,6.17E-12,Helitron helicase-like protein (AHRD V1 ***- D0P001_PHYIN),NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g099870.1.1,5.619551826,2.11469464,5.19E-05,RAG1-activating protein 1 homolog (AHRD V1 **-- R1AP1_DANRE); contains Interpro domain(s)  IPR018179  RAG1-activating protein 1 homologue ,AT4G15920,NA,"nodulin MtN3 family protein; similar to nodulin MtN3 family protein [Arabidopsis thaliana] (TAIR:AT3G16690.1); similar to MtN3/saliva family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95863.1); contains InterPro domain MtN3 and saliva related transmembrane protein; (InterPro:IPR004316)",57.65,170,7.00E-45,176,90.32258065
Solyc01g016630.1.1,5.617000645,2.027406357,5.19E-05,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g054790.1.1,5.603139108,2.181642464,5.19E-05,Wound induced protein (AHRD V1 ***- B6U0P9_MAIZE),NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g014500.1.1,5.590707335,5.482202408,2.50E-16,Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc02g067690.2.1,5.589949911,2.849867098,2.50E-09,Glucosyltransferase-like protein (AHRD V1 **** Q9LEQ4_ARATH); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase ,AT2G16890,NA,"UDP-glucoronosyl/UDP-glucosyl transferase family protein; similar to transferase, transferring glycosyl groups [Arabidopsis thaliana] (TAIR:AT5G14860.1); similar to Os09g0329200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062897.1); similar to putative UDP-glucose glucosyltransferase [Oryza sativa (japonica cultivar-group)] (GB:BAD54417.1); similar to OSIGBa0144J05.6 [Oryza sativa (indica cultivar-group)] (GB:CAH66194.1); contains InterPro domain Tudor; (InterPro:IPR002999)",51.5,466,5.00E-131,464,97.96839729
Solyc12g088950.1.1,5.542553997,3.774364657,5.97E-12,"LRR receptor-like serine/threonine-protein kinase, RLP",NA,NA,NA,NA,NA,NA,NA,NA
Solyc12g056430.1.1,5.535926372,2.139428974,5.19E-05,"Ethylene-responsive transcription factor 10 (AHRD V1 *-*- ERF77_ARATH); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc05g017810.1.1,5.50184646,2.861981915,1.92E-09,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g104030.2.1,5.486317155,6.895618511,8.59E-18,Inward rectifier potassium channel-like protein (Fragment) (AHRD V1 *-** Q1W7D1_SOLLC); contains Interpro domain(s)  IPR000595  Cyclic nucleotide-binding ,AT4G22200,AKT2,"Encodes a photosynthate- and light-dependent inward rectifying potassium channel with unique gating properties that are regulated by phosphorylation.  Expressed in guard cell protoplasts and in the phloem and xylem of aerial portions of the plant.  The channel can coassemble with another K+ channel, KAT1, in vitro.  In guard cells, AKT2/3 is responsible for the Ca2+ sensitivity of the K+ uptake channel.  In the phloem, it regulates the sucrose/H+ symporters via the phloem potential.",64.48,794,0,1002,94.27207637
Solyc10g035570.1.1,5.452566396,3.406812636,1.64E-11,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc06g062960.1.1,5.451769191,2.807465616,2.46E-09,"Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR012876  Protein of unknown function DUF1677, plant ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g005170.1.1,5.44108719,2.843575452,9.06E-09,Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7M3D7_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc11g027700.1.1,5.438713845,3.371247365,3.82E-12,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc12g019720.1.1,5.435607074,3.03741353,4.92E-10,"Mutator-like transposase (AHRD V1 ***- Q9FH43_ARATH); contains Interpro domain(s)  IPR018289  MULE transposase, conserved domain ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g068490.2.1,5.430517904,4.281911765,3.13E-13,U-box domain-containing protein (AHRD V1 **-- Q1ENX4_MUSAC); contains Interpro domain(s)  IPR011989  Armadillo-like helical ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc12g041970.1.1,5.430076442,2.898699228,7.12E-09,"Mutator-like transposase-like (AHRD V1 *--- Q9FH11_ARATH); contains Interpro domain(s)  IPR018289  MULE transposase, conserved domain ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g005550.1.1,5.405006148,3.64505262,1.23E-12,Myb-related transcription factor (AHRD V1 *--* A7ULI0_DATME); contains Interpro domain(s)  IPR015495  Myb transcription factor ,AT1G16490,ATMYB58,Member of the R2R3 factor gene family.,51,251,3.00E-60,228,94.26229508
Solyc04g064960.1.1,5.395960102,2.547579322,1.27E-07,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g021560.1.1,5.391263836,2.82439192,3.18E-09,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc08g066380.1.1,5.388528431,3.436816832,1.92E-11,"Mutator-like transposase (AHRD V1 ***- Q8W3H2_ORYSA); contains Interpro domain(s)  IPR018289  MULE transposase, conserved domain ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc02g073580.1.1,5.362878987,4.354055786,4.45E-14,BZIP transcription factor (AHRD V1 **-- Q8W5R8_ORYSA),AT4G18650,NA,transcription factor-related; similar to ZW2 [Arabidopsis thaliana] (TAIR:AT1G58330.1); similar to predicted protein [Gossypium hirsutum] (GB:AAT64037.1),51.79,224,9.00E-51,196,97.27272727
Solyc00g005070.1.1,5.360951197,6.189288569,6.62E-16,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc08g061330.1.1,5.30533928,2.497471687,3.36E-07,HAT family dimerisation domain containing protein (AHRD V1 ***- Q2R194_ORYSJ); contains Interpro domain(s)  IPR008906  HAT dimerisation ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g034160.1.1,5.270906991,6.701150269,2.19E-16,"Pol polyprotein (AHRD V1 ***- Q94FM1_CITPA); contains Interpro domain(s)  IPR013103  Reverse transcriptase, RNA-dependent DNA polymerase ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g112930.2.1,5.25933083,2.67033095,3.35E-09,"Dof zinc finger protein-like (AHRD V1 ***- Q0WPR9_ARATH); contains Interpro domain(s)  IPR003851  Zinc finger, Dof-type ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc09g059350.1.1,5.257697575,3.470199422,3.24E-11,"Transposase (Fragment) (AHRD V1 *--- A8BTK4_VITVI); contains Interpro domain(s)  IPR004332  Transposase, MuDR, plant ",NA,NA,NA,NA,NA,NA,NA,NA
