ITAG,logFC,logCPM,PValue,SGN_annotation,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align
Solyc01g007870.2.1,1.310404099,4.744838171,0.04462262,Cyclin B-like protein (AHRD V1 *-*- Q5U8T5_9SOLA),AT3G11600,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G06270.1); similar to H0913C04.5 [Oryza sativa (indica cultivar-group)] (GB:CAJ86164.1); similar to Os04g0415000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052757.1); similar to Os02g0536500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047044.1),56.52,115,4.00E-24,106,89.76377953
Solyc01g008140.2.1,-1.407592939,4.881973946,0.028308181,Receptor kinase (AHRD V1 **** B8XA57_GOSBA); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ,AT2G02220,ATPSKR1,"Encodes a protein interacting with phytosulfokine, a five amino acid sulfated peptide (YIYTQ).",59.43,1013,0,1107,98.86363636
Solyc01g008230.2.1,-1.347219876,5.601785957,0.025448187,"TCP family transcription factor (AHRD V1 *-** A6MCZ2_9ORYZ); contains Interpro domain(s)  IPR005333  Transcription factor, TCP ",AT5G23280,NA,"TCP family transcription factor, putative; similar to TCP family transcription factor, putative [Arabidopsis thaliana] (TAIR:AT5G08330.1); similar to unknown [Brassica rapa] (GB:ABB97033.1); contains InterPro domain TCP transcription factor; (InterPro:IPR005333)",59.71,206,3.00E-57,218,77.2
Solyc01g010250.2.1,-2.392107008,4.298119182,0.003438249,6-phosphogluconolactonase (AHRD V1 ***- B6U0H2_MAIZE); contains Interpro domain(s)  IPR005900  6-phosphogluconolactonase ,AT1G13700,PGL1,"glucosamine/galactosamine-6-phosphate isomerase family protein; similar to EMB2024 (EMBRYO DEFECTIVE 2024), catalytic [Arabidopsis thaliana] (TAIR:AT5G24400.1); similar to putative 6-phosphogluconolactonase [Oryza sativa (japonica cultivar-group)] (GB:BAC83870.1); contains InterPro domain 6-phosphogluconolactonase; (InterPro:IPR005900); contains InterPro domain Glucosamine/galactosamine-6-phosphate isomerase; (InterPro:IPR006148)",65.3,268,3.00E-95,344,99.25093633
Solyc01g010510.2.1,1.35522513,4.215535212,0.040258562,Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KPN1_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ,AT1G26900,NA,pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT2G22410.1); similar to Pancreatic ribonuclease; Tetratricopeptide-like helical [Medicago truncatula] (GB:ABE87347.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990),50.36,556,3.00E-159,558,92.29480737
Solyc01g010650.2.1,-1.174196133,4.427989109,0.037105297,UDP-galactose transporter 3 (AHRD V1 **** D7KBJ4_ARALY); contains Interpro domain(s)  IPR013657  UAA transporter ,AT1G14360,ATUTR3,"ATUTR3/UTR3 (UDP-GALACTOSE TRANSPORTER 3); pyrimidine nucleotide sugar transporter; similar to ATUTR1/UTR1 (UDP-GALACTOSE TRANSPORTER 1), UDP-galactose transporter/ UDP-glucose transporter/ pyrimidine nucleotide sugar transporter [Arabidopsis thaliana] (TAIR:AT2G02810.1); similar to hypothetical protein MtrDRAFT_AC149601g16v1 [Medicago truncatula] (GB:ABD32994.1); contains InterPro domain UAA transporter; (InterPro:IPR013657)",86.77,325,3.00E-167,584,97.00598802
Solyc01g011030.2.1,1.415421182,3.999194709,0.032346072,"RING zinc finger protein-like (AHRD V1 **-- B6SSZ2_MAIZE); contains Interpro domain(s)  IPR001841  Zinc finger, RING-type ",AT1G69330,NA,"zinc finger (C3HC4-type RING finger) family protein; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G29270.2); similar to Os03g0211100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049345.1); similar to Os03g0427100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050412.1); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)",52.75,273,9.00E-66,246,99.25373134
Solyc01g011410.1.1,1.451601007,6.4086435,0.010416027,"NADH-quinone oxidoreductase subunit D (AHRD V1 ***- NUOD_DEIGD); contains Interpro domain(s)  IPR001135  NADH-quinone oxidoreductase, subunit D ",ATCG01110,NDHH,"Encodes the 49KDa plastid NAD(P)H dehydrogenase subunit H protein.  Its transcription is regulated by an ndhF-specific plastid sigma factor, SIG4.",89.04,73,2.00E-35,143,97.2972973
Solyc01g014110.2.1,-1.751333049,4.457555895,0.00893945,Unknown Protein (AHRD V1),AT5G12900,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G12330.1); similar to Os08g0508100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062195.1); similar to Peptidase M14, carboxypeptidase A [Medicago truncatula] (GB:ABE94280.1); similar to Os09g0488800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063532.1)",68.42,76,3.00E-27,116,93.50649351
Solyc01g017090.2.1,1.164056002,6.550194129,0.039803379,"NADH-quinone oxidoreductase subunit L (AHRD V1 *-*- NUOL_NEIMA); contains Interpro domain(s)  IPR018393  NADH-plastoquinone oxidoreductase, chain 5 subgroup ",ATCG01010,NDHF,Chloroplast encoded  NADH dehydrogenase unit.,75.54,184,4.00E-80,293,92.89340102
Solyc01g017100.1.1,1.646092315,4.320714101,0.010438668,NADH-quinone oxidoreductase subunit L (AHRD V1 ***- NUOL_RHOCA); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase ,ATCG01010,NDHF,Chloroplast encoded  NADH dehydrogenase unit.,59.64,166,9.00E-44,171,95.93495935
Solyc01g017370.1.1,1.500082725,4.299867,0.018253771,"DNA-directed RNA polymerase subunit beta&apos; (AHRD V1 ***- RPOC1_SOLLC); contains Interpro domain(s)  IPR007080  RNA polymerase Rpb1, domain 1 ",ATCG00180,RPOC1,RNA polymerase beta' subunit-1,71.88,192,4.00E-73,270,95.78313253
Solyc01g017480.1.1,-1.462537216,5.59229042,0.039753048,Ycf1 (Fragment) (AHRD V1 ***- A6YA12_LIQST); contains Interpro domain(s)  IPR008896  Ycf1 ,ATCG01130,YCF1.2,Identical to Putative membrane protein ycf1 (ycf1-B) [Arabidopsis Thaliana] (GB:P56785); similar to hypothetical chloroplast RF1 [Gossypium hirsutum] (GB:YP_538982.1); similar to Hypothetical protein [Gossypium barbadense] (GB:BAF41305.1); similar to hypothetical chloroplast RF1 [Eucalyptus globulus subsp. globulus] (GB:YP_636357.1); contains InterPro domain Ycf1; (InterPro:IPR008896),71.21,132,8.00E-40,158,90.625
Solyc01g020220.1.1,1.638744665,3.920766491,0.018838158,"Replication factor C subunit 5 (AHRD V1 ***- B6T5I0_MAIZE); contains Interpro domain(s)  IPR019483  DNA polymerase III, clamp-loader complex, subunit E, C-terminal ",AT5G27740,EMB161,"nucleoside-triphosphatase/ nucleotide binding; similar to EMB1968 (EMBRYO DEFECTIVE 1968), ATPase [Arabidopsis thaliana] (TAIR:AT1G21690.1); similar to Os03g0792600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051525.1); similar to replication factor C 38 kDa subunit [Oryza sativa (japonica cultivar-group)] (GB:BAC76086.1); contains InterPro domain Replication factor C conserved region; (InterPro:IPR000862); contains InterPro domain DNA polymerase III clamp loader subunit, C-terminal; (InterPro:IPR008921); contains InterPro domain AAA ATPase; (InterPro:IPR003593)",74.18,337,9.00E-123,436,99.00990099
Solyc01g048590.1.1,-1.71857334,8.507205937,0.005596451,"Photosystem Q(B) protein (AHRD V1 ***- Q6W3U7_9BRYO); contains Interpro domain(s)  IPR000484  Photosynthetic reaction centre, L/M ",ATCG00020,PSBA,"Encodes chlorophyll binding protein D1, a part of the photosystem II reaction center core",93.59,78,5.00E-29,122,91.66666667
Solyc01g066450.2.1,1.77550385,3.33041146,0.027115563,Epoxide hydrolase (AHRD V1 ***- Q41415_SOLTU); contains Interpro domain(s)  IPR000639  Epoxide hydrolase-like ,AT4G15960,NA,"epoxide hydrolase, putative; similar to epoxide hydrolase, putative [Arabidopsis thaliana] (TAIR:AT4G02340.1); similar to Os05g0273800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055069.1); similar to epoxide hydrolase (GB:AAA81892.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Alpha/beta hydrolase fold-1; (InterPro:IPR000073); contains InterPro domain Epoxide hydrolase; (InterPro:IPR000639); contains InterPro domain Alpha/beta hydrolase; (InterPro:IPR003089)",58.59,326,5.00E-112,400,95.23809524
Solyc01g067210.2.1,2.364539377,4.284560652,0.000468601,"Cullin 1-like protein C (AHRD V1 ***- A0ELU7_PETIN); contains Interpro domain(s)  IPR001373  Cullin, N-terminal ",AT1G43140,NA,"pseudogene, cullin family, low similarity to Hs-CUL-1 (Homo sapiens) GI:1381142; contains Pfam profile PF00888: Cullin family; contains a frameshift.  Could be a pseudogene, or a sequencing error may exist.; blastp match of 60% identity and 2.9e-260 P-value to GP|22335691|dbj|BAC10548.1||AB080190 cullin-like protein1 {Pisum sativum}",55.38,585,2.00E-176,615,94.03508772
Solyc01g067360.2.1,1.532996077,3.319639928,0.034122027,"CHY zinc finger family protein expressed (AHRD V1 ***- Q2QP88_ORYSJ); contains Interpro domain(s)  IPR008913  Zinc finger, CHY-type ",AT5G18650,NA,"zinc finger (C3HC4-type RING finger) family protein; similar to protein binding / zinc ion binding [Arabidopsis thaliana] (TAIR:AT3G62970.1); similar to Os12g0538500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066941.1); similar to CHY zinc finger family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF93958.1); similar to Zinc finger, RING-type; Zinc finger, CHY-type [Medicago truncatula] (GB:ABE83637.1); contains InterPro domain Zinc finger, CHY-type; (InterPro:IPR008913); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)",81.27,267,1.00E-131,465,99.25373134
Solyc01g067510.2.1,-1.558417249,4.505130568,0.010563456,Receptor-like kinase (AHRD V1 **** A7VM36_MARPO); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ,AT3G26700,NA,"protein kinase family protein; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT1G79620.1); similar to Os05g0371600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055357.1); similar to Os01g0929200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045282.1); similar to nodulation receptor kinase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD87254.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245)",53,317,3.00E-88,322,83.6461126
Solyc01g068180.2.1,1.599855435,4.232282856,0.015973599,Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MFI7_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ,AT4G20740,NA,pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT1G06710.1); similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G59900.1); similar to Pentatricopeptide repeat [Medicago truncatula] (GB:ABE94456.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990),58.96,709,0,875,88.13982522
Solyc01g068250.2.1,2.810248895,4.953162696,1.39E-05,"WD-40 repeat family protein (AHRD V1 **-- Q1EPE0_MUSAC); contains Interpro domain(s)  IPR017986  WD40 repeat, region ",AT3G51930,NA,transducin family protein / WD-40 repeat family protein; similar to transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT2G26490.1); similar to Os01g0946100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045381.1); similar to WD-40 repeat family protein [Musa acuminata] (GB:ABF70017.1); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain WD40-like; (InterPro:IPR011046),67.02,382,5.00E-130,461,87.52997602
Solyc01g068270.2.1,-1.476002608,4.169653946,0.040461086,Receptor-like kinase (AHRD V1 *-*- A7VM42_MARPO); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ,AT5G63940,NA,"protein kinase family protein; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G21590.1); similar to At5g63940 [Oryza sativa (japonica cultivar-group)] (GB:AAX96058.1); contains InterPro domain UspA; (InterPro:IPR006016); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)",51.75,684,0,649,91.78272981
Solyc01g073750.2.1,1.860696868,8.315406562,0.000743388,"Glucan synthase like 3 (AHRD V1 ***- D8R8I5_SELML); contains Interpro domain(s)  IPR003440  Glycosyl transferase, family 48 ",AT1G05570,ATGSL06,Encodes a callose synthase 1 catalytic subunit . Member of Glycosyltransferase Family- 48.,79.65,1808,0,2898,99.77765425
Solyc01g080200.2.1,-1.611653004,5.176750867,0.005581323,At2g23590-like protein (Fragment) (AHRD V1 *-*- B2CXK6_CARAS),AT3G23590,MED33A,similar to structural constituent of ribosome [Arabidopsis thaliana] (TAIR:AT2G48110.1); similar to Os07g0681500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060654.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAC80015.1),63.31,1322,0,1492,99.62092494
Solyc01g080470.2.1,1.57380298,3.859651544,0.020660971,"tRNA (Guanosine-2&apos-O)-methyltransferase (AHRD V1 ***- D2TIV2_CITRI); contains Interpro domain(s)  IPR001537  tRNA/rRNA methyltransferase, SpoU ",AT4G15520,NA,"tRNA/rRNA methyltransferase (SpoU) family protein; similar to OBP33pep (GB:AAA79704.1); contains InterPro domain tRNA/rRNA methyltransferase, SpoU; (InterPro:IPR001537)",75.46,216,9.00E-94,339,95.4954955
Solyc01g080720.2.1,1.504342442,4.843624651,0.014504805,Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7L610_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ,AT3G06920,NA,"pentatricopeptide (PPR) repeat-containing protein; similar to PGR3 (PROTON GRADIENT REGULATION 3), binding [Arabidopsis thaliana] (TAIR:AT4G31850.1); similar to Os07g0249100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059290.1); similar to pentatricopeptide, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABB47632.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)",73.17,861,0,1331,92.77238403
Solyc01g080750.2.1,1.374520011,7.175993213,0.013915107,HEAT repeat family protein (AHRD V1 **-- B4FX70_MAIZE); contains Interpro domain(s)  IPR016024  Armadillo-type fold ,AT4G15830,NA,binding; similar to binding [Arabidopsis thaliana] (TAIR:AT3G01450.1); similar to Os02g0305700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046637.1); similar to Os01g0931200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045295.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD13157.1); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989),55.81,301,2.00E-83,305,99.32659933
Solyc01g081320.2.1,3.833167602,4.4713901,2.31E-08,Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7M643_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ,AT5G27460,NA,pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT1G02150.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABD28679.1); similar to Os12g0527900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066910.1); similar to Os02g0796400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048388.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885),50.45,442,6.00E-124,441,81.31021195
Solyc01g086740.2.1,-1.530428972,4.225579877,0.024769546,Chaperone protein dnaJ (AHRD V1 ***- B6TA99_MAIZE); contains Interpro domain(s)  IPR012724  Chaperone DnaJ ,AT5G48030,GFA2,encodes a mitochondrially targeted DNAJ protein involved in female gametophyte development.,60.35,459,5.00E-152,534,99.54954955
Solyc01g087190.2.1,-1.216057409,5.836950438,0.029886267,Chaperonin-like protein (AHRD V1 *-*- Q2LJI6_9NOSO); contains Interpro domain(s)  IPR003435  Chaperonin-like RbcX ,AT5G19855,NA,similar to Os03g0807900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051646.1); similar to chaperonin-like RbcX [Trichodesmium erythraeum IMS101] (GB:YP_723870.1); similar to Os07g0569600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060039.1),51.71,205,1.00E-49,192,91.89189189
Solyc01g087650.2.1,-1.57229986,4.99550796,0.011912938,"Conserved oligomeric Golgi complex subunit 8 (AHRD V1 ***- COG8_MOUSE); contains Interpro domain(s)  IPR016632  Conserved oligomeric Golgi complex, subunit 8 ",AT5G11980,NA,conserved oligomeric Golgi complex component-related / COG complex component-related; similar to Os12g0538300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066940.1); similar to Gol (GB:CAL50480.1); contains InterPro domain Dor1-like protein; (InterPro:IPR007255),79.49,546,0,875,93.76083189
Solyc01g087750.2.1,-2.152601034,5.59791802,0.002075769,Homology to unknown gene (Fragment) (AHRD V1 ***- Q015C3_OSTTA),AT5G12470,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G40400.2); similar to Trimeric LpxA-like [Medicago truncatula] (GB:ABE84885.1); similar to Os01g0957200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045446.1); similar to Os05g0388600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055430.1),70.03,287,2.00E-121,432,75.0656168
Solyc01g088150.2.1,1.337357428,5.869249485,0.020139682,Glycerol-3-phosphate dehydrogenase-like protein (AHRD V1 **** Q8S2G5_ORYSJ); contains Interpro domain(s)  IPR006168  NAD-dependent glycerol-3-phosphate dehydrogenase ,AT2G41540,GPDHC1,"Encodes a protein with NAD-dependent glycerol-3-phosphate (G3P) dehydrogenase which was shown to complement an Escherichia coli strain: BB20-14, auxotrophic for glycerol/G3P due to a loss-of-function mutation in the gpsA gene.",81.47,464,0,766,99.56989247
Solyc01g089850.2.1,1.92134292,4.208735395,0.005341416,Cyclin-dependent protein kinase regulator Pho80 (AHRD V1 **** B6QI37_PENMQ); contains Interpro domain(s)  IPR012389  Negative regulatory factor PREG ,AT2G44740,CYCP4;1,"CYCP4;1 (cyclin p4;1); cyclin-dependent protein kinase; similar to CYCP4,2 (CYCLIN P4,2), cyclin-dependent protein kinase [Arabidopsis thaliana] (TAIR:AT5G61650.1); similar to PREG-like protein [Picea mariana] (GB:AAC32127.1); similar to Os10g0563900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065406.1); similar to Os04g0544200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053459.1); contains InterPro domain Cyclin, N-terminal; (InterPro:IPR006671); contains InterPro domain Cyclin-like; (InterPro:IPR011028); contains InterPro domain Cyclin-related; (InterPro:IPR013763); contains InterPro domain Negative regulatory factor PREG; (InterPro:IPR012389)",69.5,200,1.00E-74,275,95.16908213
Solyc01g089870.2.1,-1.131334385,6.435033962,0.045552966,Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7KP29_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ,AT1G02150,NA,pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT4G02820.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABD28679.1); similar to Os12g0527900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066910.1); similar to Os04g0544400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053460.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990),60.98,492,0,636,89.92673993
Solyc01g089980.2.1,-1.554710493,5.149785189,0.017314311,"Engulfment and cell motility protein (AHRD V1 ***- Q16Y60_AEDAE); contains Interpro domain(s)  IPR006816  Engulfment and cell motility, ELMO ",AT3G60260,NA,"phagocytosis and cell motility protein ELMO1-related; similar to phagocytosis and cell motility protein ELMO1-related [Arabidopsis thaliana] (TAIR:AT2G44770.1); similar to Os04g0545100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053465.1); similar to Os02g0652300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047599.1); similar to phagocytosis and cell motility protein ELMO1, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA93689.2); contains InterPro domain Engulfment and cell motility, ELM; (InterPro:IPR006816)",81.58,266,5.00E-128,453,99.25093633
