ITAG,logFC,logCPM,PValue,SGN_annotation,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align
Solyc01g007450.1.1,1.274121265,6.827841968,0.032241608,50S ribosomal protein L33 chloroplastic (AHRD V1 ***- D3WBK4_9AQUA); contains Interpro domain(s)  IPR001705  Ribosomal protein L33 ,ATCG00640,RPL33,"encodes a chloroplast ribosomal protein L33, a constituent of the large subunit of the ribosomal complex",84.85,66,5.00E-29,122,97.01492537
Solyc01g007640.2.1,2.861776609,10.61761773,1.56E-06,Ycf2 (AHRD V1 ***- D2KLP5_OLEEU); contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 ,ATCG01280,YCF2.2,"Identical to Protein ycf2 (ycf2-B) [Arabidopsis Thaliana] (GB:P56786); similar to hypothetical chloroplast RF2 [Vitis vinifera] (GB:YP_567121.1); similar to Hypothetical protein [Gossypium barbadense] (GB:BAF41290.1); similar to hypothetical chloroplast RF2 [Gossypium hirsutum] (GB:YP_538978.1); contains InterPro domain Chloroplast Ycf2; (InterPro:IPR008543); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)",87.1,2310,0,3842,99.91224221
Solyc01g007930.2.1,1.86749993,6.23830591,0.002375991,Sel1 domain protein repeat-containing protein (AHRD V1 *-*- A5GBQ0_GEOUR); contains Interpro domain(s)  IPR011990  Tetratricopeptide-like helical ,AT1G70590,NA,F-box family protein; similar to suppressor of lin-12-like protein-related / sel-1 protein-related [Arabidopsis thaliana] (TAIR:AT1G18260.1); similar to Sel1-like repeat [Geobacter uraniumreducens Rf4] (GB:ZP_01140406.1); similar to OSIGBa0106G07.11 [Oryza sativa (indica cultivar-group)] (GB:CAH67315.1); similar to Os04g0476000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053077.1); contains InterPro domain Tetratricopeptide region; (InterPro:IPR013026); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990); contains InterPro domain Sel1-like; (InterPro:IPR006597),58.33,360,1.00E-104,376,98.60335196
Solyc01g008070.2.1,-2.063409904,4.137776021,0.00962165,Alpha/beta superfamily hydrolase (AHRD V1 *--- D0CIF5_9SYNE); contains Interpro domain(s)  IPR010765  Protein of unknown function DUF1350 ,AT5G47860,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G43540.1); similar to H0502B11.12 [Oryza sativa (indica cultivar-group)] (GB:CAH66532.1); contains InterPro domain Protein of unknown function DUF1350; (InterPro:IPR010765),68.91,431,2.00E-160,562,99.07621247
Solyc01g008840.2.1,2.228253021,6.987095607,0.0002306,COP9 signalosome complex subunit 2 (AHRD V1 ***- B6TIW9_MAIZE); contains Interpro domain(s)  IPR013143  PCI/PINT associated module ,AT2G26990,ATCSN2,Represses photomorphogenesis and induces skotomorphogenesis in the dark.,84.74,439,0,686,99.54545455
Solyc01g008910.2.1,-1.484850537,4.054220293,0.042433837,Scarecrow transcription factor family protein (AHRD V1 **-* D7MIP9_ARALY); contains Interpro domain(s)  IPR005202  GRAS transcription factor ,AT1G50420,SCL-3,Encodes a scarecrow-like protein (SCL3) Putative transcription factors interacting with the gene product of VHA-B1 (vacuolar ATPase subunit B1; as shown through yeast two-hybrid assay).,64.66,481,1.00E-175,613,99.58071279
Solyc01g009240.2.1,-1.647401358,4.064510927,0.034255549,"Beta-D-glucosidase (AHRD V1 ***- O82074_TROMA); contains Interpro domain(s)  IPR001764  Glycoside hydrolase, family 3, N-terminal ",AT5G20950,NA,"glycosyl hydrolase family 3 protein; similar to glycosyl hydrolase family 3 protein [Arabidopsis thaliana] (TAIR:AT3G62710.1); similar to glycosyl hydrolase family 3 protein [Arabidopsis thaliana] (TAIR:AT5G20940.1); similar to glycosyl hydrolase family 3 protein [Arabidopsis thaliana] (TAIR:AT5G04885.1); similar to beta-D-glucan exohydrolase [Nicotiana tabacum] (GB:BAA33065.1); similar to beta-D-glucosidase [Tropaeolum majus] (GB:CAA07070.1); similar to beta-D-glucosidase [Gossypium hirsutum] (GB:AAQ17461.1); contains InterPro domain Glycoside hydrolase, family 3, C-terminal; (InterPro:IPR002772); contains InterPro domain Glycoside hydrolase, family 3, N-terminal; (InterPro:IPR001764)",73.24,624,0,904,98.11023622
Solyc01g009670.2.1,2.733085708,5.649361215,2.17E-05,CCA-adding enzyme (AHRD V1 *-*- CCA_STAES); contains Interpro domain(s)  IPR002646  Polynucleotide adenylyltransferase region ,AT5G23690,NA,polynucleotide adenylyltransferase family protein; similar to polynucleotide adenylyltransferase family protein / RNA recognition motif (RRM)-containing protein [Arabidopsis thaliana] (TAIR:AT3G48830.1); similar to Os03g0131400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048863.1); similar to Putative poly(A) polymerase [Oryza sativa (japonica cultivar-group)] (GB:AAM22707.1); similar to Os04g0395900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052662.1); contains InterPro domain Nucleotidyltransferase/Poly(A) polymerase; (InterPro:IPR012277); contains InterPro domain Polynucleotide adenylyltransferase region; (InterPro:IPR002646),62.91,461,7.00E-163,570,88.73786408
Solyc01g010390.2.1,2.346198851,5.3836411,0.00028265,"Beta-glucosidase (AHRD V1 ***- D3YJ59_VITVI); contains Interpro domain(s)  IPR001360  Glycoside hydrolase, family 1 ",AT1G26560,BGLU40,"glycosyl hydrolase family 1 protein; similar to glycosyl hydrolase family 1 protein [Arabidopsis thaliana] (TAIR:AT5G54570.1); similar to Os03g0212800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049358.1); similar to beta-glucosidase, putative [Medicago truncatula] (GB:ABE90952.1); similar to Putative beta-glucosidase [Oryza sativa] (GB:AAK92581.1); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)",70.66,484,0,754,95.07874016
Solyc01g010590.2.1,4.395158653,6.80438258,2.64E-11,"Peptidyl-prolyl cis-trans isomerase A (AHRD V1 ***- B6TSE8_MAIZE); contains Interpro domain(s)  IPR002130  Peptidyl-prolyl cis-trans isomerase, cyclophilin-type ",AT1G26940,NA,"peptidyl-prolyl cis-trans isomerase cyclophilin-type family protein; similar to peptidyl-prolyl cis-trans isomerase cyclophilin-type family protein [Arabidopsis thaliana] (TAIR:AT3G44600.1); similar to 51434 (GB:AAD14500.1); contains InterPro domain Peptidyl-prolyl cis-trans isomerase, cyclophilin type; (InterPro:IPR002130)",79.19,221,8.00E-100,359,95.19650655
Solyc01g014230.2.1,2.125876766,5.030561018,0.001059313,U-box domain-containing protein 4 (AHRD V1 **-- PUB4_ARATH); contains Interpro domain(s)  IPR011989  Armadillo-like helical ,AT2G23140,NA,armadillo/beta-catenin repeat family protein / U-box domain-containing protein; similar to armadillo/beta-catenin repeat family protein / U-box domain-containing protein [Arabidopsis thaliana] (TAIR:AT3G54790.1); similar to Os08g0110500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060820.1); similar to arm repeat-containing protein [Nicotiana tabacum] (GB:AAO61490.1); contains InterPro domain Armadillo; (InterPro:IPR000225); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989); contains InterPro domain U box; (InterPro:IPR003613),56.92,831,0,839,99.75369458
Solyc01g020220.1.1,3.608292672,5.137818324,2.90E-07,"Replication factor C subunit 5 (AHRD V1 ***- B6T5I0_MAIZE); contains Interpro domain(s)  IPR019483  DNA polymerase III, clamp-loader complex, subunit E, C-terminal ",AT5G27740,EMB161,"nucleoside-triphosphatase/ nucleotide binding; similar to EMB1968 (EMBRYO DEFECTIVE 1968), ATPase [Arabidopsis thaliana] (TAIR:AT1G21690.1); similar to Os03g0792600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051525.1); similar to replication factor C 38 kDa subunit [Oryza sativa (japonica cultivar-group)] (GB:BAC76086.1); contains InterPro domain Replication factor C conserved region; (InterPro:IPR000862); contains InterPro domain DNA polymerase III clamp loader subunit, C-terminal; (InterPro:IPR008921); contains InterPro domain AAA ATPase; (InterPro:IPR003593)",74.18,337,9.00E-123,436,99.00990099
Solyc01g020440.2.1,1.598150934,6.678136525,0.008031967,"Replication factor C subunit 5 (AHRD V1 ***- B6T5I0_MAIZE); contains Interpro domain(s)  IPR019483  DNA polymerase III, clamp-loader complex, subunit E, C-terminal ",AT5G27740,EMB161,"nucleoside-triphosphatase/ nucleotide binding; similar to EMB1968 (EMBRYO DEFECTIVE 1968), ATPase [Arabidopsis thaliana] (TAIR:AT1G21690.1); similar to Os03g0792600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051525.1); similar to replication factor C 38 kDa subunit [Oryza sativa (japonica cultivar-group)] (GB:BAC76086.1); contains InterPro domain Replication factor C conserved region; (InterPro:IPR000862); contains InterPro domain DNA polymerase III clamp loader subunit, C-terminal; (InterPro:IPR008921); contains InterPro domain AAA ATPase; (InterPro:IPR003593)",84.18,354,3.00E-172,601,99.43661972
Solyc01g022750.2.1,1.679170878,4.89756285,0.009761433,NADH dehydrogenase (AHRD V1 **** B5G1U3_TAEGU); contains Interpro domain(s)  IPR008011  Complex 1 LYR protein ,AT3G12260,NA,complex 1 family protein / LVR family protein; similar to Os07g0640100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060420.1); similar to Complex 1 LYR protein [Medicago truncatula] (GB:ABE85498.1); contains InterPro domain Complex 1 LYR protein; (InterPro:IPR008011),64.57,127,4.00E-47,182,94.73684211
Solyc01g056340.2.1,5.294238464,9.474267985,5.57E-16,"DET1-like protein (AHRD V1 ***- D0EW63_ORYSI); contains Interpro domain(s)  IPR019138  De-etiolated protein 1, Det1 ",AT4G10180,ATDET1,Encodes a nuclear-localized protein that acts as a repressor of photomorphogenesis and may be involved in chromatin remodeling.,72.24,544,0,759,99.61832061
Solyc01g058730.2.1,4.67204797,10.08254607,1.82E-13,Os03g0310500 protein (Fragment) (AHRD V1 *-*- Q0DSF8_ORYSJ),AT4G16180,NA,similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF95572.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF95573.1); contains domain N-terminal nucleophile aminohydrolases (Ntn hydrolases) (SSF56235),72.17,787,0,1142,96.90976514
Solyc01g065530.2.1,5.366474404,9.615792937,2.65E-16,"COBRA-like protein (AHRD V1 ***- Q655F2_ORYSJ); contains Interpro domain(s)  IPR006918  Glycosyl-phosphatidyl inositol-anchored, plant ",AT4G16120,ATSEB1,putative membrane-anchored cell wall protein,66.15,582,0,815,89.06009245
Solyc01g065600.1.1,5.240068852,6.654550459,3.89E-14,"NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (AHRD V1 ***- NU4C_SOLLC); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase ",ATCG01050,NDHD,Represents a plastid-encoded subunit of a NAD(P)H dehydrogenase complex.  Its mRNA is edited at four positions.  Translation data is not available for this gene.,60,205,6.00E-56,213,83.48623853
Solyc01g065610.1.1,5.671809389,7.668489186,1.62E-16,"NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (AHRD V1 ***- NU4C_SOLTU); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase ",ATCG01050,NDHD,Represents a plastid-encoded subunit of a NAD(P)H dehydrogenase complex.  Its mRNA is edited at four positions.  Translation data is not available for this gene.,71.88,96,3.00E-32,132,87.1559633
Solyc01g065620.1.1,6.58371178,7.995684041,3.85E-20,"NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (AHRD V1 ***- NU4C_SOLLC)",ATCG01050,NDHD,Represents a plastid-encoded subunit of a NAD(P)H dehydrogenase complex.  Its mRNA is edited at four positions.  Translation data is not available for this gene.,65.83,120,4.00E-21,96.3,97.54098361
Solyc01g066520.2.1,1.624869676,4.258646864,0.017713706,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (AHRD V1 ***- C3BP76_9BACI); contains Interpro domain(s)  IPR015761  Lipoamide Acyltransferase ,AT3G06850,BCE2,dihydrolipoamide branched chain acyltransferase,62.5,432,2.00E-155,545,84.7826087
Solyc01g074030.2.1,1.215552557,9.576294169,0.036875584,"Beta-glucosidase 01 (AHRD V1 ***- B5M9E4_SOLLC); contains Interpro domain(s)  IPR013781  Glycoside hydrolase, subgroup, catalytic core ",AT2G44480,BGLU17,"glycosyl hydrolase family 1 protein; similar to glycosyl hydrolase family 1 protein [Arabidopsis thaliana] (TAIR:AT2G44450.1); similar to Glycoside hydrolase, family 1 [Medicago truncatula] (GB:ABE86373.1); contains InterPro domain 6-phospho-beta-galactosidase, eukaryotic; (InterPro:IPR011580); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)",51.67,480,3.00E-150,528,92.08494208
Solyc01g080600.2.1,1.255898767,6.309589632,0.037477207,Histone H3 (AHRD V1 ***- D8L9K7_WHEAT); contains Interpro domain(s)  IPR000164  Histone H3 ,AT5G65360,NA,histone H3; Identical to Histone H3.2 (Histone H3.1) (HTR1) [Arabidopsis Thaliana] (GB:P59226); similar to histone H3 [Arabidopsis thaliana] (TAIR:AT5G10390.1); similar to histone H3 [Arabidopsis thaliana] (TAIR:AT5G10400.1); similar to histone H3 [Arabidopsis thaliana] (TAIR:AT3G27360.1); similar to Histone H3.2 (GB:P68427); contains InterPro domain Histone-fold; (InterPro:IPR009072); contains InterPro domain Histone H3; (InterPro:IPR000164); contains InterPro domain Histone core; (InterPro:IPR007125); contains InterPro domain Histone-fold/TFIID-TAF/NF-Y; (InterPro:IPR007124),100,136,7.00E-63,235,98.54014599
Solyc01g080900.2.1,2.446619831,3.255250858,0.015850105,Cytochrome P450,AT2G32440,ATKAO2,ent-kaurenoic acid hydroxylase (KAO2),68.11,486,0,700,97.38955823
Solyc01g080940.2.1,1.727863312,5.657454551,0.005550748,5-hydroxyisourate hydrolase (AHRD V1 ***- B9SKJ6_RICCO); contains Interpro domain(s)  IPR014306  Hydroxyisourate hydrolase ,AT5G58220,TTL,"encodes a transthyretin-Like protein that is a substrate of BRI1 (brassinosteroid receptor). This protein interacts with  BRI1 in a kinase-dependent manner in yeast and is phosphorylated by BRI1 in vitro. Mutant analyses suggest that this protein may play; Identical to Transthyretin-like protein (TTL) [Arabidopsis Thaliana] (GB:Q9LVM5); similar to Transthyretin precursor family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF96361.1); similar to Os03g0390700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050277.1); contains InterPro domain Transthyretin; (InterPro:IPR000895)",57.91,335,6.00E-98,354,99.4047619
Solyc01g081410.2.1,2.618288716,4.388143124,0.000327219,Nodulin-like family protein expressed (AHRD V1 ***- Q2QYU1_ORYSJ); contains Interpro domain(s)  IPR010658  Nodulin-like ,AT5G45275,NA,similar to nodulin-related [Arabidopsis thaliana] (TAIR:AT4G19450.1); similar to NFD4 (NUCLEAR FUSION DEFECTIVE 4) [Arabidopsis thaliana] (TAIR:AT1G31470.1); similar to Nodulin-like; Major facilitator superfamily MFS_1 [Medicago truncatula] (GB:ABE77921.1); similar to Os11g0107400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065544.1); similar to Os12g0106500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065940.1); contains InterPro domain Nodulin-like; (InterPro:IPR010658),55.9,449,2.00E-108,389,95.54565702
Solyc01g081460.2.1,2.12613978,5.119201419,0.001214771,tRNA (guanine-N(7)-)-methyltransferase (AHRD V1 ***- D8G8F8_9CYAN); contains Interpro domain(s)  IPR003358  tRNA (guanine-N-7) methyltransferase ,AT5G17660,NA,methyltransferase; similar to methyltransferase [Arabidopsis thaliana] (TAIR:AT5G24840.1); similar to tRNA (guanine-N(7)-)-methyltransferase-like protein [Oryza sativa (japonica cultivar-group)] (GB:BAD87719.1); similar to Os01g0535900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043258.1); contains InterPro domain Putative methyltransferase; (InterPro:IPR003358); contains InterPro domain Conserved hypothetical protein 91; (InterPro:IPR004395); contains InterPro domain SAM (and some other nucleotide) binding motif; (InterPro:IPR000051),63.49,241,1.00E-88,323,76.43312102
Solyc01g086920.2.1,1.745318425,5.440744117,0.005993093,"LRR receptor-like serine/threonine-protein kinase, RLP",AT3G20820,NA,"leucine-rich repeat family protein; similar to leucine-rich repeat family protein [Arabidopsis thaliana] (TAIR:AT5G12940.1); similar to polygalacturonase inhibitor-like protein [Cicer arietinum] (GB:CAD56505.1); contains InterPro domain Rudiment single hybrid motif; (InterPro:IPR011054); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)",60.98,164,3.00E-50,194,98.78787879
Solyc01g087150.2.1,1.715519077,3.524062781,0.015492038,Mate efflux family protein (AHRD V1 **-- D7KHQ9_ARALY); contains Interpro domain(s)  IPR002528  Multi antimicrobial extrusion protein MatE ,AT3G08040,ATFRD3,"Encodes a member of the MATE (multidrug and toxin efflux family), expressed in roots but not shoots. Mutants accumulate excess iron, manganese and zinc, and express root Fe(III) chelatase activity even under iron sufficiency conditions. FRD3 is likely to function in root xylem loading of an iron chelator or other factor necessary for efficient iron uptake out of the xylem or apoplastic space and into leaf cells.",63.15,521,9.00E-173,603,97.71863118
Solyc01g087190.2.1,-1.261906734,5.888631675,0.044149998,Chaperonin-like protein (AHRD V1 *-*- Q2LJI6_9NOSO); contains Interpro domain(s)  IPR003435  Chaperonin-like RbcX ,AT5G19855,NA,similar to Os03g0807900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051646.1); similar to chaperonin-like RbcX [Trichodesmium erythraeum IMS101] (GB:YP_723870.1); similar to Os07g0569600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060039.1),51.71,205,1.00E-49,192,91.89189189
Solyc01g087470.2.1,-1.244497154,5.802092291,0.045115669,"Peptidyl-prolyl cis-trans isomerase (AHRD V1 *--- A8P033_COPC7); contains Interpro domain(s)  IPR001179  Peptidyl-prolyl cis-trans isomerase, FKBP-type ",AT3G21640,ATFKBP42,"encodes a 42 kDa FK506-binding protein (AtFKBP42) that possesses similarity to multidomain peptidyl-prolyl cis/trans isomerases (PPIases, EC 5.2.1.8), which are known to be components of mammalian steroid hormone receptor complexes. The protein appears to be localized to the plasma membrane by electron microscopy and binds to HSP90.1 and calmodulin in vitro. It also aggregates citrate synthase in vitro but does NOT show PPIase activity in vivo. Mutants are reduced in size and exhibit disoriented growth in all organs.",61.58,367,3.00E-126,447,98.46625767
Solyc01g088310.2.1,1.942034419,6.167287536,0.001629962,"Geranylgeranyl reductase (AHRD V1 ***- Q09JZ1_BRARP); contains Interpro domain(s)  IPR011774  Geranylgeranyl reductase, plants and cyanobacteria ",AT1G74470,NA,Encodes for a multifunctional protein with geranylgeranyl reductase activity shown to catalyze the reduction of prenylated geranylgeranyl-chlorophyll a to phytyl-chlorophyll a (chlorophyll a) and free geranylgeranyl pyrophosphate to phytyl pyrophosphate.,62.47,445,1.00E-151,533,96.68141593
Solyc01g089850.2.1,1.677309939,3.997759005,0.028911589,Cyclin-dependent protein kinase regulator Pho80 (AHRD V1 **** B6QI37_PENMQ); contains Interpro domain(s)  IPR012389  Negative regulatory factor PREG ,AT2G44740,CYCP4;1,"CYCP4;1 (cyclin p4;1); cyclin-dependent protein kinase; similar to CYCP4,2 (CYCLIN P4,2), cyclin-dependent protein kinase [Arabidopsis thaliana] (TAIR:AT5G61650.1); similar to PREG-like protein [Picea mariana] (GB:AAC32127.1); similar to Os10g0563900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065406.1); similar to Os04g0544200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053459.1); contains InterPro domain Cyclin, N-terminal; (InterPro:IPR006671); contains InterPro domain Cyclin-like; (InterPro:IPR011028); contains InterPro domain Cyclin-related; (InterPro:IPR013763); contains InterPro domain Negative regulatory factor PREG; (InterPro:IPR012389)",69.5,200,1.00E-74,275,95.16908213
Solyc01g090200.2.1,1.378719932,6.378944235,0.022813153,"Glycyl-tRNA synthetase beta subunit (AHRD V1 ***- D2PQC6_KRIFD); contains Interpro domain(s)  IPR002311  Glycyl-tRNA synthetase, class IIc, beta subunit, N-terminal ",AT3G48110,EDD,glycine-tRNA ligase,70.35,1069,0,1517,99.81167608
Solyc01g091170.2.1,-1.579335711,6.259282255,0.042423697,"Agmatinase (AHRD V1 ***- Q1IPT1_ACIBL); contains Interpro domain(s)  IPR016160  Aldehyde dehydrogenase, conserved site  IPR006035  Ureohydrolase ",AT4G08900,NA,"arginase; Identical to Arginase (EC 3.5.3.1) [Arabidopsis Thaliana] (GB:P46637); similar to arginase, putative [Arabidopsis thaliana] (TAIR:AT4G08870.1); similar to ar (GB:AAK15006.1); contains InterPro domain Arginase/agmatinase/formiminoglutamase; (InterPro:IPR006035)",84.57,337,8.00E-168,586,98.2300885
Solyc01g091180.2.1,-2.252153937,3.428797661,0.020062977,"Peptide transporter-like protein (AHRD V1 **-* Q9SVS9_ARATH); contains Interpro domain(s)  IPR000109  TGF-beta receptor, type I/II extracellular region ",AT1G32450,NRT1.5,"proton-dependent oligopeptide transport (POT) family protein; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT5G19640.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT4G21680.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABD32535.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABE93051.1); similar to transporter, major facilitator family, putative [Medicago truncatula] (GB:ABE88005.1); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)",52.37,590,3.00E-170,595,95.23026316
