itag,logFC,logCPM,PValue,SGN_annotation,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align
Solyc01g103440.2.1,-1.398131513,5.087678328,0.048992628,Phosphoribosylamine--glycine ligase (AHRD V1 ***- D7KJV0_ARALY); contains Interpro domain(s)  IPR000115  Phosphoribosylglycinamide synthetase ,AT1G09830,NA,glycinamide ribonucleotide synthetase (GAR synthetase) that catalyzes the conversion of phosphoribosyl amine to phosphoribosyl glycineamide,74.41,512,0,756,98.6407767
Solyc03g082860.2.1,-1.538143354,5.03201524,0.048992628,Histone-lysine N-methyltransferase (AHRD V1 **-- D8L815_9POAL); contains Interpro domain(s)  IPR001214  SET ,AT5G24330,ATXR6,"Encodes a SET-domain protein.  Contains a PCNA-binding domain.  ATXR6 accumulates preferentially during the late G1 or S phase, suggesting that it plays a role in cell-cycle regulation or progression.",67.14,353,1.00E-128,456,98.04469274
Solyc06g065590.2.1,-1.440991351,9.521070121,0.048954649,60S ribosomal protein L18a (AHRD V1 ***- D2D962_9ROSI); contains Interpro domain(s)  IPR002670  Ribosomal protein L18ae ,AT2G34480,NA,60S ribosomal protein L18A (RPL18aB); Identical to 60S ribosomal protein L18a-2 (RPL18AB) [Arabidopsis Thaliana] (GB:P51418;GB:O64699); similar to 60S ribosomal protein L18A (RPL18aC) [Arabidopsis thaliana] (TAIR:AT3G14600.1); similar to unknown [Solanum tuberosum] (GB:ABA46783.1); contains InterPro domain Ribosomal L18ae protein; (InterPro:IPR002670),90.45,178,2.00E-93,337,98.88268156
Solyc02g063450.2.1,1.454032938,7.588545427,0.048953047,Hypothetical YFW family protein 5 (AHRD V1 *--- Q5AP84_CANAL); contains Interpro domain(s)  IPR009836  Protein of unknown function DUF1399 ,AT4G37900,NA,glycine-rich protein; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G22660.2); similar to Protein of unknown function DUF1399 [Medicago truncatula] (GB:ABE84186.1); contains InterPro domain Protein of unknown function DUF1399; (InterPro:IPR009836),54.47,716,0,737,97.12328767
Solyc01g091310.2.1,-1.506656721,4.18686432,0.048842543,"WD-40 repeat protein (AHRD V1 **-- B2IZJ6_NOSP7); contains Interpro domain(s)  IPR017986  WD40 repeat, region ",AT4G00090,NA,transducin family protein / WD-40 repeat family protein; similar to nucleotide binding [Arabidopsis thaliana] (TAIR:AT3G42660.1); similar to Os03g0858400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051961.1); similar to F6N15.8-like protein [Man (GB:AAK53810.1); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain WD40-like; (InterPro:IPR011046),68.12,436,9.00E-173,603,98.41628959
Solyc02g093340.2.1,-1.440397315,7.634618025,0.048819739,"Heterogeneous nuclear ribonucleoprotein A3 (AHRD V1 *--- B6TGB9_MAIZE); contains Interpro domain(s)  IPR012677  Nucleotide-binding, alpha-beta plait ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g053560.2.1,1.738303313,2.855638029,0.048789304,Genomic DNA chromosome 5 P1 clone MLN1 (AHRD V1 *-*- Q9FFH4_ARATH),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g046850.1.1,-1.806450517,3.500446312,0.048789304,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc08g007520.2.1,-1.397229266,5.848976801,0.048723566,Exosome complex exonuclease RRP42 (AHRD V1 ***- B6T4R9_MAIZE); contains Interpro domain(s)  IPR003377  Cornichon ,AT3G07750,NA,3' exoribonuclease family domain 1-containing protein; similar to 3'-5'-exoribonuclease/ RNA binding [Arabidopsis thaliana] (TAIR:AT3G12990.2); similar to Os12g0403800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066622.1); similar to hypothetical protein LOC550247 [Danio rerio] (GB:NP_001017585.1); contains InterPro domain Exoribonuclease; (InterPro:IPR001247),77.74,274,3.00E-109,391,82.47734139
Solyc02g083330.1.1,1.563796056,4.203577332,0.048635841,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc12g035280.1.1,1.541286819,5.384459721,0.048631494,Photosystem II CP47 chlorophyll apoprotein (AHRD V1 *-*- B7T460_9ROSI); contains Interpro domain(s)  IPR000932  Photosystem antenna protein-like ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g062950.2.1,-1.455860093,4.454190355,0.048619141,BHLH transcription factor (AHRD V1 *-*- Q9XIN0_ARATH),AT5G53900,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G15240.2); similar to Os11g0446000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067826.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABA93307.2); contains domain gb def: At3g15240 (PTHR13902:SF3); contains domain SERINE/THREONINE-PROTEIN KINASE WNK (WITH NO LYSINE)-RELATED (PTHR13902),60.05,443,1.00E-122,436,99.28741093
Solyc10g080590.1.1,1.453871348,8.086922891,0.048477368,60S ribosomal protein L21-like protein (AHRD V1 ***- Q3HVK5_SOLTU); contains Interpro domain(s)  IPR001147  Ribosomal protein L21e ,AT1G09690,NA,"60S ribosomal protein L21 (RPL21C); Identical to 60S ribosomal protein L21-1 (RPL21C) [Arabidopsis Thaliana] (GB:Q43291); similar to 60S ribosomal protein L21 (RPL21A) [Arabidopsis thaliana] (TAIR:AT1G09590.1); similar to 60S ribosomal protein L21, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF93903.1); contains InterPro domain Ribosomal protein L6; (InterPro:IPR000702); contains InterPro domain Ribosomal protein L21e; (InterPro:IPR001147); contains InterPro domain Translation protein SH3-like; (InterPro:IPR008991)",81.71,164,7.00E-78,285,98.78787879
Solyc09g050020.1.1,1.452598085,9.020423648,0.048465453,Cytochrome b (AHRD V1 **** Q95871_TOBAC); contains Interpro domain(s)  IPR016175  Cytochrome b/b6 ,ATMG00220,COB,Mitochondrial apocytochrome b (cob) gene encodes a subunit of the ubiquinol-cytochrome c oxidoreductase and is part of a 5 kb transcript. The transcript also contains a pseudogene for ribosomal protein S14 called RPS15 and a tRNA(Ser) gene. Both the Cob and RPS15 genes are edited in the transcript.,90.03,331,1.00E-168,589,86.02739726
Solyc03g007610.2.1,-1.475204175,7.306773699,0.048398601,Chaperone protein dnaJ (AHRD V1 *-*- DNAJ_DICT6); contains Interpro domain(s)  IPR003095  Heat shock protein DnaJ ,AT1G79940,ATERDJ2A,"heat shock protein binding / unfolded protein binding; similar to DNAJ heat shock N-terminal domain-containing protein / sec63 domain-containing protein [Arabidopsis thaliana] (TAIR:AT4G21180.1); similar to Molecular chaperone (DnaJ superfamily) (ISS) [Ostreococcus tauri] (GB:CAL53183.1); similar to Os04g0307200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052421.1); contains InterPro domain Heat shock protein DnaJ; (InterPro:IPR003095); contains InterPro domain Sec63; (InterPro:IPR004179); contains InterPro domain Heat shock protein DnaJ, N-terminal; (InterPro:IPR001623)",67.53,616,0,809,85.75418994
Solyc12g019550.1.1,1.491897837,5.727069369,0.048338213,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g081030.1.1,-1.442611049,8.094373699,0.048273569,"Nascent polypeptide-associated complex alpha subunit-like protein (AHRD V1 ***- B6T903_MAIZE); contains Interpro domain(s)  IPR016641  Nascent polypeptide-associated complex, alpha subunit ",AT3G12390,NA,"nascent polypeptide associated complex alpha chain protein, putative / alpha-NAC, putative; Identical to Nascent polypeptide-associated complex subunit alpha-like protein 1 (NAC-alpha-like protein 1) (Alpha-NAC-like protein 1) [Arabidopsis Thaliana] (GB:Q9LHG9); similar to nascent polypeptide-associated complex (NAC) domain-containing protein [Arabidopsis thaliana] (TAIR:AT3G49470.1); similar to Nascent polypeptide-associated complex NAC; UBA-like [Medicago truncatula] (GB:ABD32881.1); similar to Os01g0938900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045343.1); contains InterPro domain Nascent polypeptide-associated complex NAC; (InterPro:IPR002715); contains InterPro domain UBA-like; (InterPro:IPR009060); contains InterPro domain Ubiquitin-associated; (InterPro:IPR000449)",78.39,199,2.00E-49,191,96.5
Solyc03g114370.2.1,-1.468382126,6.620915338,0.04825854,"Atp-dependent RNA helicase (AHRD V1 **** B8BY61_THAPS); contains Interpro domain(s)  IPR011545  DNA/RNA helicase, DEAD/DEAH box type, N-terminal ",AT3G18600,NA,"DEAD/DEAH box helicase, putative; Identical to DEAD-box ATP-dependent RNA helicase 51 (EC 3.6.1.-) (RH51) [Arabidopsis Thaliana] (GB:Q9LIH9); similar to DEAD/DEAH box helicase, putative [Arabidopsis thaliana] (TAIR:AT5G65900.1); similar to Os03g0802700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051603.1); similar to ATP-dependent RNA helicase (ISS) [Ostreococcus tauri] (GB:CAL55992.1); contains InterPro domain DEAD/DEAH box helicase; (InterPro:IPR001410); contains InterPro domain DEAD/DEAH box helicase, N-terminal; (InterPro:IPR011545); contains InterPro domain Helicase, C-terminal; (InterPro:IPR001650)",72.46,483,0,741,85.00881834
Solyc01g097190.2.1,-1.391128295,6.03878028,0.048165194,Ankyrin repeat protein-like (AHRD V1 ***- Q6K268_ORYSJ); contains Interpro domain(s)  IPR002110  Ankyrin ,AT3G04710,NA,"ankyrin repeat family protein; similar to binding [Arabidopsis thaliana] (TAIR:AT4G12400.2); similar to stress-inducible protein, putative [Arabidopsis thaliana] (TAIR:AT1G62740.1); similar to unknown [Nicotiana benthamiana] (GB:AAQ63971.1); contains InterPro domain Tetratricopeptide region; (InterPro:IPR013026); contains InterPro domain Tetratricopeptide TPR_1; (InterPro:IPR001440); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain Tetratricopeptide TPR_2; (InterPro:IPR013105); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)",63.15,464,7.00E-160,560,99.56989247
Solyc06g071230.2.1,1.538369126,5.070774952,0.04808916,MYB transcription factor (AHRD V1 **** A1DR86_CATRO); contains Interpro domain(s)  IPR017930  Myb-type HTH DNA-binding domain ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc00g231780.1.1,1.641857401,4.905480621,0.048038153,NAD(P)H-quinone oxidoreductase subunit I chloroplastic (AHRD V1 *-*- D3WFI2_TROAR); contains Interpro domain(s)  IPR009051  Alpha-helical ferredoxin ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc08g080000.2.1,-1.447999604,5.000053191,0.048038153,Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR016146  Calponin-homology ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc11g005150.1.1,1.449199759,9.761986503,0.048037387,Leucine-rich repeat family protein (AHRD V1 *--- D7M406_ARALY); contains Interpro domain(s)  IPR006706  Extensin-like region ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc09g092090.2.1,-1.422565127,5.472744438,0.047954305,"50S ribosomal protein L13 (AHRD V1 ***- B6TQ75_MAIZE); contains Interpro domain(s)  IPR005823  Ribosomal protein L13, bacterial-type ",AT3G01790,NA,"ribosomal protein L13 family protein; similar to EMB1473 (EMBRYO DEFECTIVE 1473), structural constituent of ribosome [Arabidopsis thaliana] (TAIR:AT1G78630.1); similar to putative ribosomal protein I [Oryza sativa (japonica cultivar-group)] (GB:BAC99787.1); contains InterPro domain Ribosomal protein L13; (InterPro:IPR005822); contains InterPro domain Ribosomal protein L13, bacterial and organelle form; (InterPro:IPR005823)",80.21,187,3.00E-80,294,90.73170732
Solyc06g076780.2.1,1.509782885,5.488157232,0.047869792,"Beta-D-glucosidase (AHRD V1 ***- Q7XAS3_GOSHI); contains Interpro domain(s)  IPR001764  Glycoside hydrolase, family 3, N-terminal ",AT3G47000,NA,"glycosyl hydrolase family 3 protein; similar to glycosyl hydrolase family 3 protein [Arabidopsis thaliana] (TAIR:AT3G47050.1); similar to hydrolase, hydrolyzing O-glycosyl compounds [Arabidopsis thaliana] (TAIR:AT3G47010.1); similar to glycosyl hydrolase family 3 protein [Arabidopsis thaliana] (TAIR:AT3G47040.1); similar to putative exohydrolase [Oryza sativa] (GB:AAL58976.1); similar to exo-beta-glucanase [Lilium lon (GB:AAR14129.1); similar to beta-D-glucosidase [Gossypium hirsutum] (GB:AAQ17461.1); contains InterPro domain Glycoside hydrolase, family 3, C-terminal; (InterPro:IPR002772); contains InterPro domain Glycoside hydrolase, family 3, N-terminal; (InterPro:IPR001764)",69.4,598,0,867,99.33222037
Solyc11g032200.1.1,1.621345601,3.76155794,0.047866298,Lipase (AHRD V1 ***- Q1XBG1_RICCO); contains Interpro domain(s)  IPR006693  AB-hydrolase associated lipase region ,AT2G15230,ATLIP1,"Lipase active on medium and short chain triacylglycerols, but not on phospho- or galactolipids. Active between pH4 and 7 with an optimum at pH6. Knock-out mutant has not obvious phenotype. Predicted to be extracellular.",59.64,394,7.00E-142,500,97.01492537
Solyc01g105800.2.1,-1.594408374,3.952977877,0.047838467,"MADS box transcription factor (AHRD V1 **-- Q2NNB9_ELAGV); contains Interpro domain(s)  IPR002100  Transcription factor, MADS-box ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc07g009170.2.1,-1.550592264,3.951138041,0.047838467,Nudix hydrolase 24 (AHRD V1 ***- B6TUU0_MAIZE); contains Interpro domain(s)  IPR000086  NUDIX hydrolase domain ,AT5G19460,NUDT20,"ATNUDT20 (Arabidopsis thaliana Nudix hydrolase homolog 20); hydrolase; Identical to Nudix hydrolase 20, chloroplast precursor (EC 3.6.1.-) (AtNUDT20) (NUDT20) [Arabidopsis Thaliana] (GB:Q8VXZ0); similar to ATNUDT24 (Arabidopsis thaliana Nudix hydrolase homolog 24), hydrolase [Arabidopsis thaliana] (TAIR:AT5G19470.1); similar to Os09g0322200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062862.1); similar to Thiamine pyrophosphokinase (ISS) [Ostreococcus tauri] (GB:CAL53731.1); contains InterPro domain NUDIX hydrolase; (InterPro:IPR000086)",60,335,4.00E-116,414,89.94565217
Solyc09g089610.2.1,-2.098161421,3.908197899,0.047838467,"Ethylene receptor (AHRD V1 **** Q5QG21_SOLLC); contains Interpro domain(s)  IPR001789  Signal transduction response regulator, receiver region  IPR014525  Signal transduction histidine kinase, hybrid-type, ethylene sensor  IPR005467  Signal transduction histidine kinase, core ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc02g036350.2.1,1.795860484,3.774131984,0.047838467,1-aminocyclopropane-1-carboxylate oxidase (AHRD V1 ***- A4ZYQ6_SOLLC); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase ,AT1G05010,ACO4,Encodes 1-aminocyclopropane-1-carboxylate oxidase,75.85,323,2.00E-134,475,99.375
Solyc04g074090.2.1,-1.475287399,6.38156928,0.047685846,Nucleolar complex protein 3 homolog (AHRD V1 ***- NOC3L_DANRE); contains Interpro domain(s)  IPR005612  CCAAT-binding factor ,AT1G79150,NA,binding; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G60030.1); similar to Os06g0498500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057700.1); similar to Protein involved in the nuclear export of pre-ribosomes (ISS) [Ostreococcus tauri] (GB:CAL52412.1); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989); contains InterPro domain Nucleolar complex-associated; (InterPro:IPR011501); contains InterPro domain CBF; (InterPro:IPR005612),56.7,783,0,825,86.56215006
Solyc11g065730.1.1,-1.402759853,5.85381989,0.047556575,"Heterogeneous nuclear ribonucleoprotein H1 (AHRD V1 **-- Q6P0V0_DANRE); contains Interpro domain(s)  IPR000504  RNA recognition motif, RNP-1 ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc04g072210.2.1,-2.077396685,2.742344917,0.047527174,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g006860.2.1,-1.529984894,5.008177594,0.047478968,"Co-chaperone HscB-like protein (AHRD V1 ***- A8IK66_CHLRE); contains Interpro domain(s)  IPR001623  Heat shock protein DnaJ, N-terminal ",AT5G06410,NA,"DNAJ heat shock N-terminal domain-containing protein; similar to PREDICTED: similar to MGC82090 protein [Strongylocentrotus purpuratus] (GB:XP_796457.1); similar to Os12g0456200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066729.1); contains InterPro domain HSC20, C-terminal oligomerisation; (InterPro:IPR009073); contains InterPro domain HSCB oligomerisation, C-terminal; (InterPro:IPR012895); contains InterPro domain Co-chaperone Hsc20; (InterPro:IPR004640); contains InterPro domain Heat shock protein DnaJ, N-terminal; (InterPro:IPR001623)",58.85,209,1.00E-66,249,77.6119403
Solyc04g049180.2.1,-1.446373383,5.038699491,0.047478968,"Transmembrane protein 115 (AHRD V1 ***- B6TIG9_MAIZE); contains Interpro domain(s)  IPR013861  Protein of unknown function DUF1751, integral membrane, eukaryotic ",AT3G07950,NA,"rhomboid protein-related; similar to rhomboid protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF96055.1); similar to Os03g0358200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050146.1); similar to Os07g0655400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060496.1); contains domain FAMILY NOT NAMED (PTHR13377); contains domain SUBFAMILY NOT NAMED (PTHR13377:SF4)",69.04,197,1.00E-71,266,80.65843621
Solyc00g006690.2.1,1.615391658,5.107241621,0.047388123,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc04g082490.2.1,1.55952148,5.641987679,0.047386668,Niemann-Pick C1 protein (AHRD V1 **-- C5FQM2_NANOT); contains Interpro domain(s)  IPR004765  Niemann-Pick C type protein ,AT4G38350,NA,patched family protein; similar to patched family protein [Arabidopsis thaliana] (TAIR:AT1G42470.1); similar to OSJNBb0078D11.11 [Oryza sativa (japonica cultivar-group)] (GB:CAD41413.2); similar to H0409D10.4 [Oryza sativa (indica cultivar-group)] (GB:CAH66746.1); contains InterPro domain Niemann-Pick C type protein; (InterPro:IPR004765); contains InterPro domain Patched; (InterPro:IPR003392); contains InterPro domain Sterol-sensing 5TM box; (InterPro:IPR000731),70.85,1283,0,1714,98.68725869
Solyc05g006880.1.1,-1.410123329,5.312007688,0.047306386,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc02g085420.2.1,-1.43882769,8.698402096,0.047256904,"U1 small nuclear ribonucleoprotein (AHRD V1 *-*- A8J8G5_CHLRE); contains Interpro domain(s)  IPR012677  Nucleotide-binding, alpha-beta plait ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc04g008810.2.1,-1.420568267,7.269165146,0.047171747,40S ribosomal protein S26 (AHRD V1 ***- B6TXN6_MAIZE); contains Interpro domain(s)  IPR000892  Ribosomal protein S26e ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc11g005810.1.1,1.520426682,4.857565459,0.04716739,Unknown Protein (AHRD V1),AT4G27620,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G27610.3); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD29314.1); contains InterPro domain Prefoldin; (InterPro:IPR009053),53.62,345,5.00E-87,318,99.41348974
Solyc08g081140.2.1,1.499113333,5.888803113,0.047056954,Myc-like anthocyanin regulatory protein (AHRD V1 ***- Q675M5_9ASTE); contains Interpro domain(s)  IPR001092  Basic helix-loop-helix dimerisation region bHLH ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc08g065150.1.1,1.477101525,6.308412259,0.047006765,Genomic DNA chromosome 5 P1 clone MHM17 (AHRD V1 *--- Q9FGR3_ARATH),NA,NA,NA,NA,NA,NA,NA,NA
Solyc08g078740.1.1,-1.48306318,4.332049062,0.046989638,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc10g086040.1.1,-1.515068297,4.320879366,0.046989638,"Mitochondrial import inner membrane translocase subunit TIM14 (AHRD V1 ***- B4FMD9_MAIZE); contains Interpro domain(s)  IPR001623  Heat shock protein DnaJ, N-terminal ",AT2G35795,NA,"DNAJ heat shock N-terminal domain-containing protein; similar to DNAJ heat shock N-terminal domain-containing protein [Arabidopsis thaliana] (TAIR:AT3G09700.1); similar to Os01g0157800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042072.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAN65026.1); similar to Os07g0192300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059099.1); contains InterPro domain Heat shock protein DnaJ, N-terminal; (InterPro:IPR001623)",82.14,112,7.00E-46,178,98.2300885
Solyc10g086000.1.1,1.469880611,7.158647699,0.046983742,"Pseudo-response regulator 7 (AHRD V1 ***- D0PPG7_CASSA); contains Interpro domain(s)  IPR001789  Signal transduction response regulator, receiver region ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g116140.2.1,-1.461302356,6.684084497,0.046929062,"Activating signal cointegrator 1 (AHRD V1 **-- C3KH38_ANOFI); contains Interpro domain(s)  IPR009349  Zinc finger, C2HC5-type ",AT3G47610,NA,"transcription regulator/ zinc ion binding; similar to PREDICTED: similar to thyroid hormone receptor interactor 4 isoform 2 [Macaca mulatta] (GB:XP_001107771.1); similar to PREDICTED: similar to thyroid hormone receptor interactor 4 isoform 3 [Macaca mulatta] (GB:XP_001107836.1); similar to PREDICTED: similar to thyroid hormone receptor interactor 4 isoform 1 [Macaca mulatta] (GB:XP_001107714.1); contains InterPro domain Zinc finger, C2HC5-type; (InterPro:IPR009349)",59.75,405,1.00E-116,416,97.06601467
